AWAYTEAM,HR,FTAG,HTR,HTHG,HOMETEAM,HY,FTR,HTAG,DATE,FTHG,AR,DIV,AY
Tottenham,0.0,0,H,1,West Ham,3.0,H,0,01/03/2003,2,0.0,E0,2.0
Charlton,0.0,0,H,2,Arsenal,1.0,H,0,02/03/2003,2,0.0,E0,0.0
Birmingham,2.0,2,D,0,Aston Villa,1.0,A,0,03/03/2003,0,0.0,E0,2.0
Leeds,0.0,1,H,1,Man United,1.0,H,0,05/03/2003,2,0.0,E0,1.0
Newcastle,0.0,0,D,0,Middlesbrough,0.0,H,0,05/03/2003,1,0.0,E0,3.0
Bolton,0.0,0,H,1,Liverpool,0.0,H,0,08/03/2003,2,0.0,E0,3.0
Man United,0.0,1,A,0,Aston Villa,2.0,A,1,15/03/2003,0,0.0,E0,1.0
Arsenal,0.0,0,H,1,Blackburn,4.0,H,0,15/03/2003,2,0.0,E0,2.0
Newcastle,0.0,2,A,0,Charlton,1.0,A,1,15/03/2003,0,0.0,E0,2.0
West Ham,0.0,0,D,0,Everton,2.0,D,0,15/03/2003,0,0.0,E0,0.0
Southampton,0.0,2,H,1,Fulham,1.0,D,0,15/03/2003,2,0.0,E0,0.0
Middlesbrough,0.0,3,A,1,Leeds,3.0,A,2,15/03/2003,2,0.0,E0,2.0
Bolton,0.0,2,D,0,Sunderland,1.0,A,0,15/03/2003,0,0.0,E0,1.0
Birmingham,1.0,0,D,0,Man City,2.0,H,0,16/03/2003,1,0.0,E0,1.0
Liverpool,0.0,3,D,0,Tottenham,1.0,A,0,16/03/2003,2,0.0,E0,1.0
Chelsea,0.0,2,A,0,West Brom,0.0,A,1,16/03/2003,0,0.0,E0,0.0
West Brom,0.0,0,D,0,Birmingham,0.0,H,0,22/03/2003,1,0.0,E0,0.0
Man City,0.0,0,H,2,Chelsea,1.0,H,0,22/03/2003,5,1.0,E0,2.0
Fulham,0.0,0,H,1,Man United,2.0,H,0,22/03/2003,3,0.0,E0,1.0
Charlton,0.0,1,A,0,Middlesbrough,1.0,D,1,22/03/2003,1,0.0,E0,2.0
Blackburn,0.0,1,H,1,Newcastle,1.0,H,0,22/03/2003,5,0.0,E0,1.0
Aston Villa,0.0,2,A,1,Southampton,0.0,D,2,22/03/2003,2,0.0,E0,1.0
Sunderland,0.0,0,H,1,West Ham,1.0,H,0,22/03/2003,2,0.0,E0,0.0
Everton,0.0,1,H,1,Arsenal,2.0,H,0,23/03/2003,2,0.0,E0,1.0
Leeds,0.0,1,H,2,Liverpool,0.0,H,1,23/03/2003,3,0.0,E0,1.0
Tottenham,0.0,0,D,0,Bolton,0.0,H,0,24/03/2003,1,0.0,E0,1.0
Arsenal,0.0,1,D,0,Aston Villa,1.0,D,0,05/04/2003,1,0.0,E0,2.0
Man City,0.0,0,H,1,Bolton,0.0,H,0,05/04/2003,2,0.0,E0,5.0
Leeds,0.0,6,A,1,Charlton,2.0,A,3,05/04/2003,1,0.0,E0,1.0
Liverpool,0.0,0,H,1,Man United,1.0,H,0,05/04/2003,4,1.0,E0,3.0
West Brom,0.0,0,H,1,Middlesbrough,0.0,H,0,05/04/2003,3,0.0,E0,1.0
West Ham,0.0,1,H,1,Southampton,3.0,D,0,05/04/2003,1,0.0,E0,2.0
Chelsea,0.0,2,H,1,Sunderland,1.0,A,0,05/04/2003,1,0.0,E0,1.0
Birmingham,0.0,1,H,1,Tottenham,1.0,H,0,05/04/2003,2,0.0,E0,1.0
Newcastle,0.0,1,D,1,Everton,1.0,H,1,06/04/2003,2,0.0,E0,2.0
Blackburn,0.0,4,A,0,Fulham,0.0,A,2,07/04/2003,0,0.0,E0,2.0
Sunderland,0.0,0,H,1,Birmingham,0.0,H,0,12/04/2003,2,1.0,E0,1.0
Charlton,0.0,0,H,1,Blackburn,0.0,H,0,12/04/2003,1,0.0,E0,0.0
Bolton,0.0,0,D,0,Chelsea,1.0,H,0,12/04/2003,1,0.0,E0,2.0
Tottenham,0.0,2,A,1,Leeds,1.0,D,2,12/04/2003,2,0.0,E0,2.0
Fulham,0.0,0,H,1,Liverpool,1.0,H,0,12/04/2003,2,0.0,E0,2.0
Middlesbrough,0.0,0,D,0,Man City,0.0,D,0,12/04/2003,0,0.0,E0,1.0
Man United,0.0,6,A,1,Newcastle,1.0,A,4,12/04/2003,2,0.0,E0,0.0
Everton,0.0,2,A,1,West Brom,2.0,A,2,12/04/2003,1,0.0,E0,2.0
Aston Villa,0.0,2,D,1,West Ham,4.0,D,1,12/04/2003,2,0.0,E0,1.0
Man United,1.0,2,A,0,Arsenal,0.0,D,1,16/04/2003,2,0.0,E0,2.0
Man City,0.0,2,A,0,Tottenham,2.0,A,2,18/04/2003,0,0.0,E0,3.0
Chelsea,0.0,1,H,1,Aston Villa,1.0,H,0,19/04/2003,2,0.0,E0,0.0
West Ham,0.0,0,H,1,Bolton,3.0,H,0,19/04/2003,1,1.0,E0,4.0
Birmingham,0.0,2,A,0,Charlton,2.0,A,1,19/04/2003,0,0.0,E0,1.0
Liverpool,2.0,2,A,0,Everton,4.0,A,1,19/04/2003,1,0.0,E0,3.0
Newcastle,0.0,1,A,0,Fulham,1.0,H,1,19/04/2003,2,1.0,E0,1.0
Blackburn,0.0,1,H,2,Man United,0.0,H,1,19/04/2003,3,0.0,E0,0.0
Arsenal,0.0,2,D,0,Middlesbrough,0.0,A,0,19/04/2003,0,0.0,E0,1.0
Leeds,0.0,2,H,2,Southampton,0.0,H,0,19/04/2003,3,1.0,E0,4.0
West Brom,0.0,2,A,0,Sunderland,4.0,A,2,19/04/2003,1,0.0,E0,1.0
Southampton,0.0,2,A,0,Birmingham,0.0,H,1,21/04/2003,3,0.0,E0,2.0
Bolton,0.0,0,D,0,Blackburn,2.0,D,0,21/04/2003,0,0.0,E0,3.0
Everton,0.0,1,H,1,Chelsea,1.0,H,0,21/04/2003,4,0.0,E0,1.0
Charlton,0.0,1,D,0,Liverpool,0.0,H,0,21/04/2003,2,0.0,E0,1.0
Sunderland,0.0,0,H,2,Man City,0.0,H,0,21/04/2003,3,0.0,E0,1.0
Aston Villa,0.0,1,H,1,Newcastle,0.0,D,0,21/04/2003,1,0.0,E0,1.0
Tottenham,0.0,3,D,1,West Brom,2.0,A,1,21/04/2003,2,0.0,E0,2.0
Middlesbrough,0.0,0,D,0,West Ham,1.0,H,0,21/04/2003,1,0.0,E0,2.0
Fulham,0.0,0,H,1,Leeds,0.0,H,0,22/04/2003,2,0.0,E0,2.0
Middlesbrough,0.0,0,H,2,Birmingham,1.0,H,0,26/04/2003,3,0.0,E0,2.0
Arsenal,1.0,2,D,0,Bolton,2.0,D,0,26/04/2003,2,0.0,E0,2.0
Southampton,0.0,1,H,1,Charlton,1.0,H,0,26/04/2003,2,0.0,E0,1.0
Fulham,0.0,1,H,1,Chelsea,3.0,D,0,26/04/2003,1,0.0,E0,2.0
Aston Villa,0.0,1,D,0,Everton,0.0,H,0,26/04/2003,2,0.0,E0,1.0
Blackburn,0.0,3,D,1,Leeds,2.0,A,1,26/04/2003,2,0.0,E0,1.0
Newcastle,0.0,1,A,0,Sunderland,4.0,A,1,26/04/2003,0,0.0,E0,4.0
Liverpool,0.0,6,A,0,West Brom,1.0,A,1,26/04/2003,0,0.0,E0,1.0
West Ham,0.0,1,D,0,Man City,1.0,A,0,27/04/2003,0,0.0,E0,1.0
Man United,0.0,2,D,0,Tottenham,0.0,A,0,27/04/2003,0,0.0,E0,0.0
Sunderland,0.0,0,D,0,Aston Villa,0.0,H,0,03/05/2003,1,0.0,E0,1.0
West Brom,0.0,1,H,1,Blackburn,2.0,D,0,03/05/2003,1,0.0,E0,1.0
Everton,0.0,0,H,2,Fulham,1.0,H,0,03/05/2003,2,0.0,E0,1.0
Man City,0.0,2,D,0,Liverpool,2.0,A,0,03/05/2003,1,0.0,E0,2.0
Charlton,0.0,1,H,3,Man United,0.0,H,1,03/05/2003,4,0.0,E0,1.0
Tottenham,0.0,1,H,3,Middlesbrough,0.0,H,0,03/05/2003,5,1.0,E0,2.0
Birmingham,0.0,0,H,1,Newcastle,0.0,H,0,03/05/2003,1,1.0,E0,2.0
Bolton,0.0,0,D,0,Southampton,3.0,D,0,03/05/2003,0,0.0,E0,2.0
Chelsea,0.0,0,D,0,West Ham,3.0,H,0,03/05/2003,1,0.0,E0,1.0
Leeds,0.0,3,D,1,Arsenal,2.0,A,1,04/05/2003,2,0.0,E0,1.0
Southampton,0.0,1,H,5,Arsenal,1.0,H,1,07/05/2003,6,0.0,E0,1.0
West Ham,0.0,2,D,0,Birmingham,1.0,D,0,11/05/2003,2,0.0,E0,1.0
Middlesbrough,0.0,1,H,2,Bolton,3.0,H,0,11/05/2003,2,1.0,E0,2.0
Fulham,1.0,1,A,0,Charlton,2.0,A,1,11/05/2003,0,0.0,E0,3.0
Liverpool,0.0,1,H,2,Chelsea,3.0,H,1,11/05/2003,2,1.0,E0,1.0
Man United,0.0,2,D,1,Everton,5.0,A,1,11/05/2003,1,0.0,E0,3.0
Aston Villa,0.0,1,D,1,Leeds,0.0,H,1,11/05/2003,3,0.0,E0,1.0
Southampton,0.0,1,A,0,Man City,3.0,A,1,11/05/2003,0,0.0,E0,4.0
Arsenal,0.0,4,A,0,Sunderland,1.0,A,2,11/05/2003,0,0.0,E0,0.0
Blackburn,1.0,4,A,0,Tottenham,1.0,A,2,11/05/2003,0,0.0,E0,1.0
Newcastle,0.0,2,A,0,West Brom,0.0,D,1,11/05/2003,2,0.0,E0,0.0
Bournemouth,0.0,2,A,0,Boston,3.0,D,1,10/08/02,2,0.0,E3,2.0
Darlington,0.0,2,D,1,Cambridge,5.0,A,1,10/08/02,1,0.0,E3,3.0
Hartlepool,0.0,3,A,0,Carlisle,0.0,A,1,10/08/02,1,0.0,E3,3.0
Southend,1.0,2,H,1,Hull,4.0,D,0,10/08/02,2,0.0,E3,5.0
Lincoln,0.0,1,A,0,Kidderminster,2.0,D,1,10/08/02,1,1.0,E3,5.0
York,0.0,1,H,1,Macclesfield,2.0,D,0,10/08/02,1,0.0,E3,3.0
Bury,0.0,1,H,2,Oxford,3.0,H,0,10/08/02,2,0.0,E3,3.0
Leyton Orient,0.0,0,D,0,Rochdale,1.0,H,0,10/08/02,1,0.0,E3,1.0
Wrexham,0.0,1,H,1,Scunthorpe,1.0,D,0,10/08/02,1,0.0,E3,1.0
Exeter,,0,H,1,Shrewsbury,,H,0,10/08/02,1,,E3,
Rushden & D,1.0,2,D,1,Swansea,2.0,D,1,10/08/02,2,1.0,E3,2.0
Bristol Rvs,0.0,1,D,1,Torquay,2.0,H,1,10/08/02,2,0.0,E3,3.0
Kidderminster,0.0,0,D,0,Bournemouth,0.0,D,0,13/08/02,0,0.0,E3,1.0
Hull,0.0,1,H,1,Bristol Rvs,0.0,D,0,13/08/02,1,1.0,E3,3.0
Cambridge,0.0,1,D,0,Bury,3.0,A,0,13/08/02,0,0.0,E3,1.0
Swansea,0.0,2,D,0,Darlington,2.0,D,0,13/08/02,2,0.0,E3,1.0
Scunthorpe,0.0,1,D,0,Exeter,2.0,D,0,13/08/02,1,0.0,E3,0.0
Boston,0.0,0,D,0,Hartlepool,3.0,H,0,13/08/02,2,0.0,E3,2.0
Macclesfield,0.0,2,H,3,Leyton Orient,1.0,H,0,13/08/02,3,0.0,E3,4.0
Rochdale,0.0,0,D,0,Lincoln,3.0,H,0,13/08/02,2,0.0,E3,0.0
Torquay,0.0,0,H,1,Rushden & D,1.0,H,0,13/08/02,3,0.0,E3,2.0
Carlisle,0.0,1,D,0,Southend,3.0,A,0,13/08/02,0,0.0,E3,2.0
Oxford,0.0,0,D,0,Wrexham,1.0,H,0,13/08/02,1,0.0,E3,1.0
Shrewsbury,0.0,1,A,0,York,1.0,H,1,13/08/02,2,0.0,E3,2.0
Cambridge,0.0,1,A,0,Bournemouth,0.0,D,1,17/08/02,1,0.0,E3,0.0
Rochdale,0.0,2,D,1,Bristol Rvs,1.0,A,1,17/08/02,1,0.0,E3,1.0
Swansea,0.0,2,H,2,Bury,0.0,H,0,17/08/02,3,1.0,E3,3.0
Oxford,0.0,1,A,0,Darlington,1.0,A,1,17/08/02,0,0.0,E3,0.0
Hull,0.0,1,H,2,Exeter,1.0,H,1,17/08/02,3,1.0,E3,3.0
Macclesfield,0.0,2,D,0,Hartlepool,1.0,A,0,17/08/02,0,0.0,E3,3.0
Scunthorpe,0.0,0,H,1,Leyton Orient,2.0,H,0,17/08/02,2,0.0,E3,2.0
Carlisle,1.0,1,D,0,Lincoln,1.0,A,0,17/08/02,0,3.0,E3,3.0
Kidderminster,0.0,1,H,1,Rushden & D,3.0,H,0,17/08/02,3,1.0,E3,3.0
Shrewsbury,0.0,3,D,1,Southend,5.0,A,1,17/08/02,2,0.0,E3,3.0
Boston,0.0,1,H,1,Wrexham,0.0,D,0,17/08/02,1,0.0,E3,1.0
Torquay,0.0,3,H,1,York,1.0,H,0,17/08/02,4,0.0,E3,2.0
Lincoln,0.0,0,H,1,Boston,2.0,H,0,24/08/02,2,1.0,E3,2.0
Leyton Orient,0.0,1,H,1,Cambridge,1.0,H,0,24/08/02,2,0.0,E3,3.0
Bristol Rvs,0.0,0,D,0,Carlisle,6.0,D,0,24/08/02,0,0.0,E3,1.0
Bury,0.0,1,H,1,Hull,2.0,D,0,24/08/02,1,0.0,E3,3.0
Exeter,0.0,3,D,2,Kidderminster,3.0,H,2,24/08/02,4,0.0,E3,2.0
Wrexham,0.0,1,D,0,Macclesfield,2.0,A,0,24/08/02,0,0.0,E3,2.0
Southend,0.0,1,A,0,Oxford,2.0,A,1,24/08/02,0,0.0,E3,1.0
Darlington,0.0,1,D,1,Rochdale,2.0,D,1,24/08/02,1,0.0,E3,2.0
York,0.0,1,H,2,Scunthorpe,2.0,H,1,24/08/02,2,0.0,E3,2.0
Rushden & D,0.0,1,D,0,Shrewsbury,2.0,D,0,24/08/02,1,1.0,E3,0.0
Bournemouth,0.0,0,H,1,Swansea,2.0,H,0,24/08/02,2,1.0,E3,2.0
Hartlepool,1.0,1,D,0,Torquay,1.0,D,0,24/08/02,1,0.0,E3,1.0
Shrewsbury,0.0,3,H,1,Bury,3.0,H,0,26/08/02,4,0.0,E3,1.0
Torquay,0.0,2,A,1,Exeter,5.0,A,2,26/08/02,1,0.0,E3,2.0
Hull,0.0,0,H,1,Hartlepool,1.0,H,0,26/08/02,2,0.0,E3,2.0
Kidderminster,0.0,0,D,0,Leyton Orient,2.0,D,0,26/08/02,0,0.0,E3,3.0
Macclesfield,0.0,0,H,1,Lincoln,1.0,H,0,26/08/02,3,0.0,E3,1.0
Scunthorpe,1.0,0,H,1,Rushden & D,2.0,H,0,26/08/02,2,0.0,E3,1.0
Cambridge,0.0,1,H,2,Southend,0.0,H,1,26/08/02,2,0.0,E3,2.0
Rochdale,0.0,5,A,2,Wrexham,3.0,A,4,26/08/02,2,0.0,E3,1.0
Boston,0.0,0,H,1,York,2.0,H,0,26/08/02,2,0.0,E3,5.0
Oxford,0.0,1,H,1,Bournemouth,3.0,D,0,27/08/02,1,1.0,E3,4.0
Swansea,0.0,1,H,1,Bristol Rvs,2.0,H,0,27/08/02,3,0.0,E3,1.0
Carlisle,0.0,0,D,0,Darlington,4.0,H,0,27/08/02,2,0.0,E3,1.0
Bury,0.0,1,D,0,Boston,1.0,D,0,31/08/02,1,0.0,E3,2.0
Rushden & D,0.0,1,H,1,Cambridge,1.0,H,0,31/08/02,4,0.0,E3,4.0
Exeter,0.0,2,A,0,Carlisle,2.0,A,2,31/08/02,0,0.0,E3,4.0
Leyton Orient,0.0,1,D,1,Hull,1.0,D,1,31/08/02,1,0.0,E3,3.0
Darlington,0.0,1,D,0,Kidderminster,2.0,D,0,31/08/02,1,0.0,E3,1.0
Bournemouth,0.0,1,A,0,Macclesfield,2.0,A,1,31/08/02,0,0.0,E3,1.0
Hartlepool,0.0,1,A,0,Oxford,1.0,A,1,31/08/02,0,0.0,E3,2.0
Southend,0.0,2,A,0,Rochdale,3.0,A,1,31/08/02,1,0.0,E3,3.0
Bristol Rvs,0.0,2,H,2,Scunthorpe,1.0,D,0,31/08/02,2,0.0,E3,1.0
Lincoln,0.0,2,H,1,Shrewsbury,1.0,A,0,31/08/02,1,0.0,E3,5.0
York,0.0,2,A,0,Swansea,5.0,A,1,31/08/02,1,0.0,E3,2.0
Wrexham,0.0,1,H,2,Torquay,2.0,H,1,31/08/02,2,0.0,E3,3.0
York,0.0,1,H,2,Bury,1.0,H,0,06/09/02,2,0.0,E3,2.0
Rochdale,0.0,2,A,0,Carlisle,2.0,A,2,06/09/02,0,0.0,E3,0.0
Hull,0.0,2,D,0,Cambridge,2.0,A,0,07/09/02,1,0.0,E3,2.0
Bournemouth,1.0,3,A,1,Exeter,5.0,A,2,07/09/02,1,0.0,E3,2.0
Boston,0.0,0,D,0,Kidderminster,2.0,D,0,07/09/02,0,0.0,E3,2.0
Scunthorpe,0.0,0,H,1,Lincoln,2.0,H,0,07/09/02,1,0.0,E3,2.0
Torquay,0.0,2,D,0,Oxford,0.0,D,0,07/09/02,2,0.0,E3,3.0
Southend,0.0,0,H,2,Rushden & D,0.0,H,0,07/09/02,3,0.0,E3,3.0
Leyton Orient,0.0,1,A,0,Shrewsbury,1.0,H,1,07/09/02,2,1.0,E3,1.0
Hartlepool,0.0,2,D,2,Swansea,4.0,D,2,07/09/02,2,0.0,E3,1.0
Bristol Rvs,0.0,1,H,2,Macclesfield,2.0,H,0,08/09/02,2,0.0,E3,0.0
Oxford,0.0,3,A,0,Boston,1.0,A,3,14/09/02,1,0.0,E3,1.0
Bury,1.0,2,A,0,Bournemouth,2.0,A,1,14/09/02,1,0.0,E3,2.0
Exeter,0.0,1,D,1,Bristol Rvs,3.0,D,1,14/09/02,1,0.0,E3,3.0
Darlington,0.0,1,H,2,Hartlepool,0.0,H,1,14/09/02,4,0.0,E3,3.0
Carlisle,0.0,0,H,1,Hull,0.0,H,0,14/09/02,4,0.0,E3,3.0
Lincoln,0.0,1,D,0,Leyton Orient,1.0,D,0,14/09/02,1,0.0,E3,1.0
Shrewsbury,0.0,1,A,0,Rochdale,0.0,D,1,14/09/02,1,0.0,E3,2.0
Kidderminster,0.0,1,A,0,Scunthorpe,1.0,D,1,14/09/02,1,0.0,E3,2.0
Macclesfield,0.0,0,H,1,Southend,0.0,H,0,14/09/02,1,0.0,E3,1.0
Cambridge,0.0,2,H,1,Torquay,2.0,H,0,14/09/02,3,1.0,E3,3.0
Swansea,0.0,0,H,3,Wrexham,0.0,H,0,14/09/02,4,0.0,E3,2.0
Rushden & D,0.0,0,D,0,York,0.0,D,0,14/09/02,0,0.0,E3,0.0
Rushden & D,0.0,1,D,1,Bournemouth,0.0,H,1,17/09/02,3,0.0,E3,0.0
Bury,0.0,1,H,2,Bristol Rvs,3.0,H,0,17/09/02,2,0.0,E3,1.0
Lincoln,0.0,1,A,0,Hartlepool,0.0,H,1,17/09/02,2,0.0,E3,2.0
Macclesfield,0.0,3,H,1,Hull,1.0,A,0,17/09/02,1,0.0,E3,3.0
Oxford,0.0,2,A,0,Leyton Orient,1.0,A,1,17/09/02,1,0.0,E3,2.0
Cambridge,0.0,3,A,1,Rochdale,3.0,H,2,17/09/02,4,1.0,E3,1.0
Carlisle,0.0,1,D,1,Scunthorpe,0.0,H,1,17/09/02,3,0.0,E3,2.0
Kidderminster,0.0,2,A,0,Southend,0.0,A,1,17/09/02,0,0.0,E3,2.0
Shrewsbury,0.0,1,H,1,Torquay,1.0,H,0,17/09/02,2,0.0,E3,4.0
Exeter,0.0,0,H,2,Wrexham,0.0,H,0,17/09/02,4,1.0,E3,4.0
Darlington,0.0,0,D,0,York,5.0,H,0,17/09/02,1,0.0,E3,3.0
Swansea,0.0,0,H,1,Boston,1.0,H,0,18/09/02,1,1.0,E3,3.0
Hartlepool,0.0,1,H,1,Bury,0.0,D,0,21/09/02,1,0.0,E3,0.0
York,0.0,0,H,1,Cambridge,2.0,H,0,21/09/02,3,0.0,E3,1.0
Boston,0.0,2,H,4,Carlisle,0.0,H,1,21/09/02,4,0.0,E3,0.0
Bournemouth,0.0,2,D,1,Darlington,1.0,D,1,21/09/02,2,0.0,E3,0.0
Leyton Orient,0.0,0,D,0,Exeter,3.0,H,0,21/09/02,1,1.0,E3,2.0
Rochdale,0.0,0,D,0,Kidderminster,1.0,D,0,21/09/02,0,0.0,E3,1.0
Southend,0.0,1,D,0,Lincoln,0.0,H,0,21/09/02,2,0.0,E3,2.0
Scunthorpe,0.0,3,A,0,Macclesfield,0.0,A,2,21/09/02,2,0.0,E3,4.0
Hull,0.0,0,D,0,Oxford,0.0,D,0,21/09/02,0,0.0,E3,1.0
Wrexham,0.0,2,D,1,Rushden & D,1.0,D,1,21/09/02,2,0.0,E3,1.0
Bristol Rvs,0.0,5,A,0,Shrewsbury,2.0,A,1,21/09/02,2,0.0,E3,1.0
Torquay,0.0,1,A,0,Swansea,1.0,A,1,21/09/02,0,0.0,E3,3.0
Wrexham,0.0,1,A,0,Darlington,2.0,A,1,24/09/02,0,0.0,E3,1.0
Cambridge,1.0,3,A,1,Boston,5.0,A,2,28/09/02,1,0.0,E3,2.0
Carlisle,0.0,1,D,0,Bournemouth,0.0,H,0,28/09/02,3,0.0,E3,6.0
Kidderminster,0.0,2,A,0,Bristol Rvs,1.0,A,1,28/09/02,1,0.0,E3,1.0
Rushden & D,0.0,2,H,1,Hartlepool,1.0,A,0,28/09/02,1,0.0,E3,2.0
Swansea,0.0,1,H,1,Hull,2.0,D,0,28/09/02,1,0.0,E3,2.0
Darlington,0.0,1,A,0,Leyton Orient,4.0,H,1,28/09/02,2,0.0,E3,1.0
Macclesfield,0.0,1,D,1,Rochdale,1.0,H,1,28/09/02,3,0.0,E3,0.0
Shrewsbury,0.0,1,A,0,Scunthorpe,1.0,D,1,28/09/02,1,0.0,E3,1.0
Exeter,0.0,0,H,1,Southend,0.0,H,0,28/09/02,1,0.0,E3,3.0
Lincoln,1.0,0,D,0,Torquay,2.0,D,0,28/09/02,0,0.0,E3,2.0
Bury,1.0,2,H,2,Wrexham,0.0,D,1,28/09/02,2,0.0,E3,4.0
Oxford,0.0,1,D,0,York,0.0,A,0,28/09/02,0,0.0,E3,0.0
Southend,0.0,3,H,1,Bury,0.0,A,0,05/10/02,1,0.0,E3,3.0
Wrexham,0.0,2,A,0,Cambridge,1.0,D,1,05/10/02,2,0.0,E3,0.0
Torquay,0.0,2,D,1,Carlisle,1.0,A,1,05/10/02,1,0.0,E3,2.0
Bristol Rvs,0.0,0,H,1,Darlington,0.0,H,0,05/10/02,1,1.0,E3,2.0
York,0.0,1,A,0,Exeter,1.0,A,1,05/10/02,0,0.0,E3,2.0
Hull,0.0,0,D,0,Kidderminster,6.0,H,0,05/10/02,1,0.0,E3,0.0
Bournemouth,0.0,2,D,1,Lincoln,1.0,A,1,05/10/02,1,0.0,E3,2.0
Boston,0.0,0,H,1,Macclesfield,0.0,H,0,05/10/02,2,0.0,E3,3.0
Scunthorpe,0.0,1,D,0,Oxford,1.0,A,0,05/10/02,0,0.0,E3,2.0
Leyton Orient,0.0,0,D,0,Rushden & D,1.0,H,0,05/10/02,2,0.0,E3,2.0
Hartlepool,0.0,1,D,0,Shrewsbury,2.0,A,0,05/10/02,0,0.0,E3,3.0
Rochdale,0.0,1,H,1,Swansea,3.0,D,0,05/10/02,1,1.0,E3,2.0
Torquay,0.0,1,A,0,Boston,3.0,H,1,12/10/02,2,0.0,E3,1.0
Lincoln,0.0,0,H,1,Bristol Rvs,2.0,H,0,12/10/02,2,0.0,E3,2.0
Darlington,0.0,2,A,0,Bury,1.0,D,1,12/10/02,2,0.0,E3,1.0
Shrewsbury,0.0,2,A,0,Carlisle,3.0,A,1,12/10/02,1,0.0,E3,3.0
Rushden & D,0.0,1,D,1,Exeter,2.0,D,1,12/10/02,1,0.0,E3,2.0
Rochdale,0.0,0,H,2,Hull,2.0,H,0,12/10/02,3,0.0,E3,3.0
Macclesfield,0.0,2,A,0,Kidderminster,0.0,A,1,12/10/02,0,0.0,E3,2.0
Swansea,0.0,0,D,0,Oxford,0.0,H,0,12/10/02,1,0.0,E3,1.0
Cambridge,0.0,2,H,1,Scunthorpe,0.0,A,0,12/10/02,1,0.0,E3,0.0
York,0.0,0,D,0,Southend,0.0,H,0,12/10/02,1,0.0,E3,3.0
Leyton Orient,0.0,0,D,0,Wrexham,1.0,D,0,12/10/02,0,0.0,E3,4.0
Hartlepool,0.0,1,A,0,Bournemouth,2.0,H,1,13/10/02,2,1.0,E3,0.0
Oxford,1.0,1,H,1,Cambridge,1.0,D,0,19/10/02,1,0.0,E3,4.0
Boston,0.0,3,A,0,Darlington,0.0,A,1,19/10/02,2,0.0,E3,1.0
Wrexham,0.0,3,H,3,Hartlepool,2.0,H,1,19/10/02,4,0.0,E3,2.0
Bournemouth,0.0,0,D,0,Leyton Orient,1.0,D,0,19/10/02,0,0.0,E3,1.0
Exeter,0.0,0,D,0,Lincoln,2.0,H,0,19/10/02,1,0.0,E3,2.0
Carlisle,0.0,2,D,1,Macclesfield,6.0,D,1,19/10/02,2,0.0,E3,2.0
Scunthorpe,0.0,2,D,0,Rochdale,5.0,A,0,19/10/02,1,1.0,E3,2.0
Bury,0.0,1,A,0,Rushden & D,0.0,A,1,19/10/02,0,0.0,E3,2.0
Kidderminster,0.0,3,D,2,Shrewsbury,3.0,A,2,19/10/02,2,0.0,E3,3.0
Southend,0.0,0,D,0,Swansea,2.0,H,0,19/10/02,1,0.0,E3,5.0
Hull,0.0,4,A,0,Torquay,2.0,A,1,19/10/02,1,0.0,E3,3.0
Bristol Rvs,0.0,2,A,1,York,1.0,D,2,19/10/02,2,0.0,E3,3.0
Hartlepool,0.0,1,A,0,Southend,3.0,A,1,25/10/02,0,0.0,E3,3.0
Rochdale,0.0,1,H,1,Boston,0.0,H,0,26/10/02,3,0.0,E3,2.0
York,0.0,0,D,0,Bournemouth,0.0,H,0,26/10/02,1,0.0,E3,1.0
Leyton Orient,0.0,2,D,0,Bristol Rvs,1.0,A,0,26/10/02,1,0.0,E3,0.0
Macclesfield,0.0,1,H,1,Bury,1.0,H,0,26/10/02,2,0.0,E3,1.0
Swansea,0.0,2,D,1,Carlisle,5.0,D,1,26/10/02,2,0.0,E3,3.0
Darlington,0.0,4,A,0,Exeter,1.0,A,2,26/10/02,0,0.0,E3,2.0
Rushden & D,0.0,1,D,1,Hull,2.0,D,1,26/10/02,1,0.0,E3,1.0
Cambridge,0.0,1,H,2,Kidderminster,0.0,H,1,26/10/02,2,0.0,E3,1.0
Shrewsbury,1.0,2,D,2,Oxford,1.0,D,2,26/10/02,2,0.0,E3,3.0
Torquay,0.0,1,H,2,Scunthorpe,2.0,H,1,26/10/02,5,0.0,E3,1.0
Lincoln,0.0,2,D,0,Wrexham,1.0,A,0,26/10/02,0,0.0,E3,1.0
Carlisle,0.0,1,D,1,Cambridge,2.0,H,1,29/10/02,2,0.0,E3,2.0
Scunthorpe,0.0,1,D,1,Darlington,3.0,D,1,29/10/02,1,1.0,E3,1.0
Bristol Rvs,0.0,0,H,1,Hartlepool,0.0,H,0,29/10/02,2,0.0,E3,1.0
Southend,0.0,1,H,2,Leyton Orient,2.0,H,0,29/10/02,2,1.0,E3,4.0
Bury,0.0,1,H,1,Lincoln,0.0,D,0,29/10/02,1,0.0,E3,2.0
Oxford,0.0,1,D,0,Macclesfield,1.0,H,0,29/10/02,2,0.0,E3,2.0
Exeter,0.0,3,D,1,Rochdale,2.0,D,1,29/10/02,3,0.0,E3,2.0
Boston,0.0,0,H,1,Rushden & D,1.0,H,0,29/10/02,1,0.0,E3,2.0
Hull,0.0,1,D,0,Shrewsbury,1.0,D,0,29/10/02,1,0.0,E3,2.0
